pokemon_id,species_id,pokedex_number,identifier,name_zh,name_en,name_ja,species_name_zh,species_name_en,species_name_ja,genus_zh,height_m,weight_kg,base_experience,generation_id,capture_rate,gender_rate,is_baby,is_legendary,is_mythical,is_default,is_mega,form_identifier,form_name_zh,type1_zh,type2_zh,hp,attack,defense,special_attack,special_defense,speed,total,mega_form_count,ability1_zh,ability1_en,ability1_hidden,ability2_zh,ability2_en,ability2_hidden,hidden_ability_zh,hidden_ability_en
819,819,819,skwovet,貪心栗鼠,Skwovet,ホシガリス,貪心栗鼠,Skwovet,ホシガリス,貪吃寶可夢,0.3,2.5,55,8,255,4,False,False,False,True,False,,,一般,,70,55,55,35,35,25,275,0,頰囊,Cheek Pouch,False,,,,貪吃鬼,Gluttony
820,820,820,greedent,藏飽栗鼠,Greedent,ヨクバリス,藏飽栗鼠,Greedent,ヨクバリス,貪慾寶可夢,0.6,6.0,161,8,90,4,False,False,False,True,False,,,一般,,120,95,95,55,75,20,460,0,頰囊,Cheek Pouch,False,,,,貪吃鬼,Gluttony
821,821,821,rookidee,稚山雀,Rookidee,ココガラ,稚山雀,Rookidee,ココガラ,小鳥寶可夢,0.2,1.8,49,8,255,4,False,False,False,True,False,,,飛行,,38,47,35,33,35,57,245,0,銳利目光,Keen Eye,False,緊張感,Unnerve,False,健壯胸肌,Big Pecks
822,822,822,corvisquire,藍鴉,Corvisquire,アオガラス,藍鴉,Corvisquire,アオガラス,烏鴉寶可夢,0.8,16.0,128,8,120,4,False,False,False,True,False,,,飛行,,68,67,55,43,55,77,365,0,銳利目光,Keen Eye,False,緊張感,Unnerve,False,健壯胸肌,Big Pecks
823,823,823,corviknight,鋼鎧鴉,Corviknight,アーマーガア,鋼鎧鴉,Corviknight,アーマーガア,烏鴉寶可夢,2.2,75.0,248,8,45,4,False,False,False,True,False,,,飛行,鋼,98,87,105,53,85,67,495,0,壓迫感,Pressure,False,緊張感,Unnerve,False,鏡甲,Mirror Armor
824,824,824,blipbug,索偵蟲,Blipbug,サッチムシ,索偵蟲,Blipbug,サッチムシ,幼蟲寶可夢,0.4,8.0,36,8,255,4,False,False,False,True,False,,,蟲,,25,20,20,25,45,45,180,0,蟲之預感,Swarm,False,複眼,Compound Eyes,False,心靈感應,Telepathy
825,825,825,dottler,天罩蟲,Dottler,レドームシ,天罩蟲,Dottler,レドームシ,天線罩寶可夢,0.4,19.5,117,8,120,4,False,False,False,True,False,,,蟲,超能力,50,35,80,50,90,30,335,0,蟲之預感,Swarm,False,複眼,Compound Eyes,False,心靈感應,Telepathy
826,826,826,orbeetle,以歐路普,Orbeetle,イオルブ,以歐路普,Orbeetle,イオルブ,七星寶可夢,0.4,40.8,253,8,45,4,False,False,False,True,False,,,蟲,超能力,60,45,110,80,120,90,505,0,蟲之預感,Swarm,False,察覺,Frisk,False,心靈感應,Telepathy
827,827,827,nickit,偷兒狐,Nickit,クスネ,偷兒狐,Nickit,クスネ,狐狸寶可夢,0.6,8.9,49,8,255,4,False,False,False,True,False,,,惡,,40,28,28,47,52,50,245,0,逃跑,Run Away,False,輕裝,Unburden,False,監視,Stakeout
828,828,828,thievul,狐大盜,Thievul,フォクスライ,狐大盜,Thievul,フォクスライ,狐狸寶可夢,1.2,19.9,159,8,127,4,False,False,False,True,False,,,惡,,70,58,58,87,92,90,455,0,逃跑,Run Away,False,輕裝,Unburden,False,監視,Stakeout
829,829,829,gossifleur,幼棉棉,Gossifleur,ヒメンカ,幼棉棉,Gossifleur,ヒメンカ,花飾寶可夢,0.4,2.2,50,8,190,4,False,False,False,True,False,,,草,,40,40,60,40,60,10,250,0,棉絮,Cotton Down,False,再生力,Regenerator,False,孢子,Effect Spore
830,830,830,eldegoss,白蓬蓬,Eldegoss,ワタシラガ,白蓬蓬,Eldegoss,ワタシラガ,棉飾寶可夢,0.5,2.5,161,8,75,4,False,False,False,True,False,,,草,,60,50,90,80,120,60,460,0,棉絮,Cotton Down,False,再生力,Regenerator,False,孢子,Effect Spore
831,831,831,wooloo,毛辮羊,Wooloo,ウールー,毛辮羊,Wooloo,ウールー,綿羊寶可夢,0.6,6.0,122,8,255,4,False,False,False,True,False,,,一般,,42,40,55,40,45,48,270,0,毛茸茸,Fluffy,False,逃跑,Run Away,False,防彈,Bulletproof
832,832,832,dubwool,毛毛角羊,Dubwool,バイウールー,毛毛角羊,Dubwool,バイウールー,綿羊寶可夢,1.3,43.0,172,8,127,4,False,False,False,True,False,,,一般,,72,80,100,60,90,88,490,0,毛茸茸,Fluffy,False,不屈之心,Steadfast,False,防彈,Bulletproof
833,833,833,chewtle,咬咬龜,Chewtle,カムカメ,咬咬龜,Chewtle,カムカメ,咬住寶可夢,0.3,8.5,57,8,255,4,False,False,False,True,False,,,水,,50,64,50,38,38,44,284,0,強壯之顎,Strong Jaw,False,硬殼盔甲,Shell Armor,False,悠游自如,Swift Swim
834,834,834,drednaw,暴噬龜,Drednaw,カジリガメ,暴噬龜,Drednaw,カジリガメ,緊咬寶可夢,1.0,115.5,170,8,75,4,False,False,False,True,False,,,水,岩石,90,115,90,48,68,74,485,0,強壯之顎,Strong Jaw,False,硬殼盔甲,Shell Armor,False,悠游自如,Swift Swim
835,835,835,yamper,來電汪,Yamper,ワンパチ,來電汪,Yamper,ワンパチ,小狗寶可夢,0.3,13.5,54,8,255,4,False,False,False,True,False,,,電,,59,45,50,40,50,26,270,0,撿球,Ball Fetch,False,,,,膽怯,Rattled
836,836,836,boltund,逐電犬,Boltund,パルスワン,逐電犬,Boltund,パルスワン,狗寶可夢,1.0,34.0,172,8,45,4,False,False,False,True,False,,,電,,69,90,60,90,60,121,490,0,強壯之顎,Strong Jaw,False,,,,好勝,Competitive
837,837,837,rolycoly,小炭仔,Rolycoly,タンドン,小炭仔,Rolycoly,タンドン,煤炭寶可夢,0.3,12.0,48,8,255,4,False,False,False,True,False,,,岩石,,30,40,50,40,50,30,240,0,蒸汽機,Steam Engine,False,耐熱,Heatproof,False,引火,Flash Fire
838,838,838,carkol,大炭車,Carkol,トロッゴン,大炭車,Carkol,トロッゴン,煤炭寶可夢,1.1,78.0,144,8,120,4,False,False,False,True,False,,,岩石,火,80,60,90,60,70,50,410,0,蒸汽機,Steam Engine,False,火焰之軀,Flame Body,False,引火,Flash Fire
839,839,839,coalossal,巨炭山,Coalossal,セキタンザン,巨炭山,Coalossal,セキタンザン,煤炭寶可夢,2.8,310.5,255,8,45,4,False,False,False,True,False,,,岩石,火,110,80,120,80,90,30,510,0,蒸汽機,Steam Engine,False,火焰之軀,Flame Body,False,引火,Flash Fire
840,840,840,applin,啃果蟲,Applin,カジッチュ,啃果蟲,Applin,カジッチュ,蘋果居寶可夢,0.2,0.5,52,8,255,4,False,False,False,True,False,,,草,龍,40,40,80,40,40,20,260,0,熟成,Ripen,False,貪吃鬼,Gluttony,False,防彈,Bulletproof
841,841,841,flapple,蘋裹龍,Flapple,アップリュー,蘋裹龍,Flapple,アップリュー,蘋果翅寶可夢,0.3,1.0,170,8,45,4,False,False,False,True,False,,,草,龍,70,110,80,95,60,70,485,0,熟成,Ripen,False,貪吃鬼,Gluttony,False,活力,Hustle
842,842,842,appletun,豐蜜龍,Appletun,タルップル,豐蜜龍,Appletun,タルップル,蘋果汁寶可夢,0.4,13.0,170,8,45,4,False,False,False,True,False,,,草,龍,110,85,80,100,80,30,485,0,熟成,Ripen,False,貪吃鬼,Gluttony,False,厚脂肪,Thick Fat
843,843,843,silicobra,沙包蛇,Silicobra,スナヘビ,沙包蛇,Silicobra,スナヘビ,沙蛇寶可夢,2.2,7.6,63,8,255,4,False,False,False,True,False,,,地面,,52,57,75,35,50,46,315,0,吐沙,Sand Spit,False,蛻皮,Shed Skin,False,沙隱,Sand Veil
844,844,844,sandaconda,沙螺蟒,Sandaconda,サダイジャ,沙螺蟒,Sandaconda,サダイジャ,沙蛇寶可夢,3.8,65.5,179,8,120,4,False,False,False,True,False,,,地面,,72,107,125,65,70,71,510,0,吐沙,Sand Spit,False,蛻皮,Shed Skin,False,沙隱,Sand Veil
845,845,845,cramorant,古月鳥,Cramorant,ウッウ,古月鳥,Cramorant,ウッウ,一口吞寶可夢,0.8,18.0,166,8,45,4,False,False,False,True,False,,,飛行,水,70,85,55,85,95,85,475,0,一口飛彈,Gulp Missile,False,,,,,
846,846,846,arrokuda,刺梭魚,Arrokuda,サシカマス,刺梭魚,Arrokuda,サシカマス,突擊寶可夢,0.5,1.0,56,8,255,4,False,False,False,True,False,,,水,,41,63,40,40,30,66,280,0,悠游自如,Swift Swim,False,,,,螺旋尾鰭,Propeller Tail
847,847,847,barraskewda,戽斗尖梭,Barraskewda,カマスジョー,戽斗尖梭,Barraskewda,カマスジョー,穿刺寶可夢,1.3,30.0,172,8,60,4,False,False,False,True,False,,,水,,61,123,60,60,50,136,490,0,悠游自如,Swift Swim,False,,,,螺旋尾鰭,Propeller Tail
848,848,848,toxel,毒電嬰,Toxel,エレズン,毒電嬰,Toxel,エレズン,嬰兒寶可夢,0.4,11.0,48,8,75,4,True,False,False,True,False,,,電,毒,40,38,35,54,35,40,242,0,膽怯,Rattled,False,靜電,Static,False,笨拙,Klutz
850,850,850,sizzlipede,燒火蚣,Sizzlipede,ヤクデ,燒火蚣,Sizzlipede,ヤクデ,發熱寶可夢,0.7,1.0,61,8,190,4,False,False,False,True,False,,,火,蟲,50,65,45,50,50,45,305,0,引火,Flash Fire,False,白色煙霧,White Smoke,False,火焰之軀,Flame Body
851,851,851,centiskorch,焚焰蚣,Centiskorch,マルヤクデ,焚焰蚣,Centiskorch,マルヤクデ,發熱寶可夢,3.0,120.0,184,8,75,4,False,False,False,True,False,,,火,蟲,100,115,65,90,90,65,525,0,引火,Flash Fire,False,白色煙霧,White Smoke,False,火焰之軀,Flame Body
852,852,852,clobbopus,拳拳蛸,Clobbopus,タタッコ,拳拳蛸,Clobbopus,タタッコ,纏人寶可夢,0.6,4.0,62,8,180,4,False,False,False,True,False,,,格鬥,,50,68,60,50,50,32,310,0,柔軟,Limber,False,,,,技術高手,Technician
853,853,853,grapploct,八爪武師,Grapploct,オトスパス,八爪武師,Grapploct,オトスパス,柔術寶可夢,1.6,39.0,168,8,45,4,False,False,False,True,False,,,格鬥,,80,118,90,70,80,42,480,0,柔軟,Limber,False,,,,技術高手,Technician
856,856,856,hatenna,迷布莉姆,Hatenna,ミブリム,迷布莉姆,Hatenna,ミブリム,寧靜寶可夢,0.4,3.4,53,8,235,8,False,False,False,True,False,,,超能力,,42,30,45,56,53,39,265,0,治癒之心,Healer,False,危險預知,Anticipation,False,魔法鏡,Magic Bounce
857,857,857,hattrem,提布莉姆,Hattrem,テブリム,提布莉姆,Hattrem,テブリム,肅靜寶可夢,0.6,4.8,130,8,120,8,False,False,False,True,False,,,超能力,,57,40,65,86,73,49,370,0,治癒之心,Healer,False,危險預知,Anticipation,False,魔法鏡,Magic Bounce
858,858,858,hatterene,布莉姆溫,Hatterene,ブリムオン,布莉姆溫,Hatterene,ブリムオン,寂靜寶可夢,2.1,5.1,255,8,45,8,False,False,False,True,False,,,超能力,妖精,57,90,95,136,103,29,510,0,治癒之心,Healer,False,危險預知,Anticipation,False,魔法鏡,Magic Bounce
859,859,859,impidimp,搗蛋小妖,Impidimp,ベロバー,搗蛋小妖,Impidimp,ベロバー,捉弄寶可夢,0.4,5.5,53,8,255,0,False,False,False,True,False,,,惡,妖精,45,45,30,55,40,50,265,0,惡作劇之心,Prankster,False,察覺,Frisk,False,順手牽羊,Pickpocket
860,860,860,morgrem,詐唬魔,Morgrem,ギモー,詐唬魔,Morgrem,ギモー,壞心眼寶可夢,0.8,12.5,130,8,120,0,False,False,False,True,False,,,惡,妖精,65,60,45,75,55,70,370,0,惡作劇之心,Prankster,False,察覺,Frisk,False,順手牽羊,Pickpocket
861,861,861,grimmsnarl,長毛巨魔,Grimmsnarl,オーロンゲ,長毛巨魔,Grimmsnarl,オーロンゲ,健美寶可夢,1.5,61.0,255,8,45,0,False,False,False,True,False,,,惡,妖精,95,120,65,95,75,60,510,0,惡作劇之心,Prankster,False,察覺,Frisk,False,順手牽羊,Pickpocket
862,862,862,obstagoon,堵攔熊,Obstagoon,タチフサグマ,堵攔熊,Obstagoon,タチフサグマ,停止寶可夢,1.6,46.0,260,8,45,4,False,False,False,True,False,,,惡,一般,93,90,101,60,81,95,520,0,捨身,Reckless,False,毅力,Guts,False,不服輸,Defiant
863,863,863,perrserker,喵頭目,Perrserker,ニャイキング,喵頭目,Perrserker,ニャイキング,維京寶可夢,0.8,28.0,154,8,90,4,False,False,False,True,False,,,鋼,,70,110,100,50,60,50,440,0,戰鬥盔甲,Battle Armor,False,硬爪,Tough Claws,False,鋼之意志,Steely Spirit
864,864,864,cursola,魔靈珊瑚,Cursola,サニゴーン,魔靈珊瑚,Cursola,サニゴーン,珊瑚寶可夢,1.0,0.4,179,8,30,6,False,False,False,True,False,,,幽靈,,60,95,50,145,130,30,510,0,碎裂鎧甲,Weak Armor,False,,,,滅亡之軀,Perish Body
865,865,865,sirfetchd,蔥遊兵,Sirfetch’d,ネギガナイト,蔥遊兵,Sirfetch’d,ネギガナイト,黃嘴鴨寶可夢,0.8,117.0,177,8,45,4,False,False,False,True,False,,,格鬥,,62,135,95,68,82,65,507,0,不屈之心,Steadfast,False,,,,膽量,Scrappy
866,866,866,mr-rime,踏冰人偶,Mr. Rime,バリコオル,踏冰人偶,Mr. Rime,バリコオル,喜劇演員寶可夢,1.5,58.2,182,8,45,4,False,False,False,True,False,,,冰,超能力,80,85,75,110,100,70,520,0,蹣跚,Tangled Feet,False,除障,Screen Cleaner,False,冰凍之軀,Ice Body
867,867,867,runerigus,死神板,Runerigus,デスバーン,死神板,Runerigus,デスバーン,怨念寶可夢,1.6,66.6,169,8,90,4,False,False,False,True,False,,,地面,幽靈,58,95,145,50,105,30,483,0,遊魂,Wandering Spirit,False,,,,,
868,868,868,milcery,小仙奶,Milcery,マホミル,小仙奶,Milcery,マホミル,鮮奶油寶可夢,0.2,0.3,54,8,200,8,False,False,False,True,False,,,妖精,,45,40,40,50,61,34,270,0,甜幕,Sweet Veil,False,,,,芳香幕,Aroma Veil
870,870,870,falinks,列陣兵,Falinks,タイレーツ,列陣兵,Falinks,タイレーツ,陣形寶可夢,3.0,62.0,165,8,45,-1,False,False,False,True,False,,,格鬥,,65,100,100,70,60,75,470,1,戰鬥盔甲,Battle Armor,False,,,,不服輸,Defiant
871,871,871,pincurchin,啪嚓海膽,Pincurchin,バチンウニ,啪嚓海膽,Pincurchin,バチンウニ,海膽寶可夢,0.3,1.0,152,8,75,4,False,False,False,True,False,,,電,,48,101,95,91,85,15,435,0,避雷針,Lightning Rod,False,,,,電氣製造者,Electric Surge
872,872,872,snom,雪吞蟲,Snom,ユキハミ,雪吞蟲,Snom,ユキハミ,蟲寶寶寶可夢,0.3,3.8,37,8,190,4,False,False,False,True,False,,,冰,蟲,30,25,35,45,30,20,185,0,鱗粉,Shield Dust,False,,,,冰鱗粉,Ice Scales
873,873,873,frosmoth,雪絨蛾,Frosmoth,モスノウ,雪絨蛾,Frosmoth,モスノウ,冰蛾寶可夢,1.3,42.0,166,8,75,4,False,False,False,True,False,,,冰,蟲,70,65,60,125,90,65,475,0,鱗粉,Shield Dust,False,,,,冰鱗粉,Ice Scales
874,874,874,stonjourner,巨石丁,Stonjourner,イシヘンジン,巨石丁,Stonjourner,イシヘンジン,巨石寶可夢,2.5,520.0,165,8,60,4,False,False,False,True,False,,,岩石,,100,125,135,20,20,70,470,0,能量點,Power Spot,False,,,,,
878,878,878,cufant,銅象,Cufant,ゾウドウ,銅象,Cufant,ゾウドウ,像銅寶可夢,1.2,100.0,66,8,190,4,False,False,False,True,False,,,鋼,,72,80,49,40,49,40,330,0,強行,Sheer Force,False,,,,重金屬,Heavy Metal
879,879,879,copperajah,大王銅象,Copperajah,ダイオウドウ,大王銅象,Copperajah,ダイオウドウ,像銅寶可夢,3.0,650.0,175,8,90,4,False,False,False,True,False,,,鋼,,122,130,69,80,69,30,500,0,強行,Sheer Force,False,,,,重金屬,Heavy Metal
880,880,880,dracozolt,雷鳥龍,Dracozolt,パッチラゴン,雷鳥龍,Dracozolt,パッチラゴン,化石寶可夢,1.8,190.0,177,8,45,-1,False,False,False,True,False,,,電,龍,90,100,90,80,70,75,505,0,蓄電,Volt Absorb,False,活力,Hustle,False,撥沙,Sand Rush
881,881,881,arctozolt,雷鳥海獸,Arctozolt,パッチルドン,雷鳥海獸,Arctozolt,パッチルドン,化石寶可夢,2.3,150.0,177,8,45,-1,False,False,False,True,False,,,電,冰,90,100,90,90,80,55,505,0,蓄電,Volt Absorb,False,靜電,Static,False,撥雪,Slush Rush
882,882,882,dracovish,鰓魚龍,Dracovish,ウオノラゴン,鰓魚龍,Dracovish,ウオノラゴン,化石寶可夢,2.3,215.0,177,8,45,-1,False,False,False,True,False,,,水,龍,90,90,100,70,80,75,505,0,儲水,Water Absorb,False,強壯之顎,Strong Jaw,False,撥沙,Sand Rush
883,883,883,arctovish,鰓魚海獸,Arctovish,ウオチルドン,鰓魚海獸,Arctovish,ウオチルドン,化石寶可夢,2.0,175.0,177,8,45,-1,False,False,False,True,False,,,水,冰,90,90,100,80,90,55,505,0,儲水,Water Absorb,False,冰凍之軀,Ice Body,False,撥雪,Slush Rush
884,884,884,duraludon,鋁鋼龍,Duraludon,ジュラルドン,鋁鋼龍,Duraludon,ジュラルドン,合金寶可夢,1.8,40.0,187,8,45,4,False,False,False,True,False,,,鋼,龍,70,95,115,120,50,85,535,0,輕金屬,Light Metal,False,重金屬,Heavy Metal,False,堅毅,Stalwart
885,885,885,dreepy,多龍梅西亞,Dreepy,ドラメシヤ,多龍梅西亞,Dreepy,ドラメシヤ,哀怨寶可夢,0.5,2.0,54,8,45,4,False,False,False,True,False,,,龍,幽靈,28,60,30,40,30,82,270,0,恆淨之軀,Clear Body,False,穿透,Infiltrator,False,詛咒之軀,Cursed Body
886,886,886,drakloak,多龍奇,Drakloak,ドロンチ,多龍奇,Drakloak,ドロンチ,保姆寶可夢,1.4,11.0,144,8,45,4,False,False,False,True,False,,,龍,幽靈,68,80,50,60,50,102,410,0,恆淨之軀,Clear Body,False,穿透,Infiltrator,False,詛咒之軀,Cursed Body
887,887,887,dragapult,多龍巴魯托,Dragapult,ドラパルト,多龍巴魯托,Dragapult,ドラパルト,隱形寶可夢,3.0,50.0,300,8,45,4,False,False,False,True,False,,,龍,幽靈,88,120,75,100,75,142,600,0,恆淨之軀,Clear Body,False,穿透,Infiltrator,False,詛咒之軀,Cursed Body
888,888,888,zacian,蒼響,Zacian,ザシアン,蒼響,Zacian,ザシアン,強者寶可夢,2.8,110.0,335,8,10,-1,False,True,False,True,False,,百戰勇者,妖精,,92,120,115,80,115,138,660,0,不撓之劍,Intrepid Sword,False,,,,,
889,889,889,zamazenta,藏瑪然特,Zamazenta,ザマゼンタ,藏瑪然特,Zamazenta,ザマゼンタ,強者寶可夢,2.9,210.0,335,8,10,-1,False,True,False,True,False,,百戰勇者,格鬥,,92,120,115,80,115,138,660,0,不屈之盾,Dauntless Shield,False,,,,,
890,890,890,eternatus,無極汰那,Eternatus,ムゲンダイナ,無極汰那,Eternatus,ムゲンダイナ,超極巨寶可夢,20.0,950.0,345,8,255,-1,False,True,False,True,False,,,毒,龍,140,85,95,145,95,130,690,0,壓迫感,Pressure,False,,,,,
891,891,891,kubfu,熊徒弟,Kubfu,ダクマ,熊徒弟,Kubfu,ダクマ,拳法寶可夢,0.6,12.0,77,8,3,1,False,True,False,True,False,,,格鬥,,60,90,60,53,50,72,385,0,精神力,Inner Focus,False,,,,,
893,893,893,zarude,薩戮德,Zarude,ザルード,薩戮德,Zarude,ザルード,惡猿寶可夢,1.8,70.0,300,8,3,-1,False,False,True,True,False,,,惡,草,105,120,105,70,95,105,600,0,葉子防守,Leaf Guard,False,,,,,
894,894,894,regieleki,雷吉艾勒奇,Regieleki,レジエレキ,雷吉艾勒奇,Regieleki,レジエレキ,電子寶可夢,1.2,145.0,290,8,3,-1,False,True,False,True,False,,,電,,80,100,50,100,50,200,580,0,電晶體,Transistor,False,,,,,
895,895,895,regidrago,雷吉鐸拉戈,Regidrago,レジドラゴ,雷吉鐸拉戈,Regidrago,レジドラゴ,龍玉寶可夢,2.1,200.0,290,8,3,-1,False,True,False,True,False,,,龍,,200,100,50,100,50,80,580,0,龍顎,Dragon’s Maw,False,,,,,
896,896,896,glastrier,雪暴馬,Glastrier,ブリザポス,雪暴馬,Glastrier,ブリザポス,烈馬寶可夢,2.2,800.0,290,8,3,-1,False,True,False,True,False,,,冰,,100,145,130,65,110,30,580,0,蒼白嘶鳴,Chilling Neigh,False,,,,,
897,897,897,spectrier,靈幽馬,Spectrier,レイスポス,靈幽馬,Spectrier,レイスポス,駿馬寶可夢,2.0,44.5,290,8,3,-1,False,True,False,True,False,,,幽靈,,100,65,60,145,80,130,580,0,漆黑嘶鳴,Grim Neigh,False,,,,,
898,898,898,calyrex,蕾冠王,Calyrex,バドレックス,蕾冠王,Calyrex,バドレックス,國王寶可夢,1.1,7.7,250,8,3,-1,False,True,False,True,False,,,超能力,草,100,80,80,80,80,80,500,0,緊張感,Unnerve,False,,,,,
899,899,899,wyrdeer,詭角鹿,Wyrdeer,アヤシシ,詭角鹿,Wyrdeer,アヤシシ,大角寶可夢,1.8,95.1,263,8,135,4,False,False,False,True,False,,,一般,超能力,103,105,72,105,75,65,525,0,威嚇,Intimidate,False,察覺,Frisk,False,食草,Sap Sipper
900,900,900,kleavor,劈斧螳螂,Kleavor,バサギリ,劈斧螳螂,Kleavor,バサギリ,斧鉞寶可夢,1.8,89.0,175,8,115,4,False,False,False,True,False,,,蟲,岩石,70,135,95,45,70,85,500,0,蟲之預感,Swarm,False,強行,Sheer Force,False,sharpness,Sharpness
901,901,901,ursaluna,月月熊,Ursaluna,ガチグマ,月月熊,Ursaluna,ガチグマ,泥炭寶可夢,2.4,290.0,275,8,75,4,False,False,False,True,False,,,地面,一般,130,140,105,45,80,50,550,0,毅力,Guts,False,防彈,Bulletproof,False,緊張感,Unnerve
903,903,903,sneasler,大狃拉,Sneasler,オオニューラ,大狃拉,Sneasler,オオニューラ,攀崖寶可夢,1.3,43.0,102,8,135,4,False,False,False,True,False,,,格鬥,毒,80,130,60,40,80,120,510,0,壓迫感,Pressure,False,輕裝,Unburden,False,毒手,Poison Touch
904,904,904,overqwil,萬針魚,Overqwil,ハリーマン,萬針魚,Overqwil,ハリーマン,劍山寶可夢,2.5,60.5,179,8,135,4,False,False,False,True,False,,,惡,毒,85,115,95,65,65,85,510,0,毒刺,Poison Point,False,悠游自如,Swift Swim,False,威嚇,Intimidate
906,906,906,sprigatito,新葉喵,Sprigatito,ニャオハ,新葉喵,Sprigatito,ニャオハ,草貓寶可夢,0.4,4.1,62,9,45,1,False,False,False,True,False,,,草,,40,61,54,45,45,65,310,0,茂盛,Overgrow,False,,,,變幻自如,Protean
907,907,907,floragato,蒂蕾喵,Floragato,ニャローテ,蒂蕾喵,Floragato,ニャローテ,草貓寶可夢,0.9,12.2,144,9,45,1,False,False,False,True,False,,,草,,61,80,63,60,63,83,410,0,茂盛,Overgrow,False,,,,變幻自如,Protean
908,908,908,meowscarada,魔幻假面喵,Meowscarada,マスカーニャ,魔幻假面喵,Meowscarada,マスカーニャ,魔術師寶可夢,1.5,31.2,265,9,45,1,False,False,False,True,False,,,草,惡,76,110,70,81,70,123,530,0,茂盛,Overgrow,False,,,,變幻自如,Protean
909,909,909,fuecoco,呆火鱷,Fuecoco,ホゲータ,呆火鱷,Fuecoco,ホゲータ,火鱷寶可夢,0.4,9.8,62,9,45,1,False,False,False,True,False,,,火,,67,45,59,63,40,36,310,0,猛火,Blaze,False,,,,純樸,Unaware
910,910,910,crocalor,炙燙鱷,Crocalor,アチゲータ,炙燙鱷,Crocalor,アチゲータ,火鱷寶可夢,1.0,30.7,144,9,45,1,False,False,False,True,False,,,火,,81,55,78,90,58,49,411,0,猛火,Blaze,False,,,,純樸,Unaware
911,911,911,skeledirge,骨紋巨聲鱷,Skeledirge,ラウドボーン,骨紋巨聲鱷,Skeledirge,ラウドボーン,歌手寶可夢,1.6,326.5,265,9,45,1,False,False,False,True,False,,,火,幽靈,104,75,100,110,75,66,530,0,猛火,Blaze,False,,,,純樸,Unaware
912,912,912,quaxly,潤水鴨,Quaxly,クワッス,潤水鴨,Quaxly,クワッス,小鴨寶可夢,0.5,6.1,62,9,45,1,False,False,False,True,False,,,水,,55,65,45,50,45,50,310,0,激流,Torrent,False,,,,自信過度,Moxie
913,913,913,quaxwell,湧躍鴨,Quaxwell,ウェルカモ,湧躍鴨,Quaxwell,ウェルカモ,習藝寶可夢,1.2,21.5,144,9,45,1,False,False,False,True,False,,,水,,70,85,65,65,60,65,410,0,激流,Torrent,False,,,,自信過度,Moxie
914,914,914,quaquaval,狂歡浪舞鴨,Quaquaval,ウェーニバル,狂歡浪舞鴨,Quaquaval,ウェーニバル,舞者寶可夢,1.8,61.9,265,9,45,1,False,False,False,True,False,,,水,格鬥,85,120,80,85,75,85,530,0,激流,Torrent,False,,,,自信過度,Moxie
915,915,915,lechonk,愛吃豚,Lechonk,グルトン,愛吃豚,Lechonk,グルトン,豬寶可夢,0.5,10.2,51,9,255,4,False,False,False,True,False,,,一般,,54,45,40,35,45,35,254,0,芳香幕,Aroma Veil,False,貪吃鬼,Gluttony,False,厚脂肪,Thick Fat
917,917,917,tarountula,團珠蛛,Tarountula,タマンチュラ,團珠蛛,Tarountula,タマンチュラ,線球寶可夢,0.3,4.0,42,9,255,4,False,False,False,True,False,,,蟲,,35,41,45,29,40,20,210,0,不眠,Insomnia,False,,,,監視,Stakeout
918,918,918,spidops,操陷蛛,Spidops,ワナイダー,操陷蛛,Spidops,ワナイダー,陷阱寶可夢,1.0,16.5,141,9,120,4,False,False,False,True,False,,,蟲,,60,79,92,52,86,35,404,0,不眠,Insomnia,False,,,,監視,Stakeout
919,919,919,nymble,豆蟋蟀,Nymble,マメバッタ,豆蟋蟀,Nymble,マメバッタ,蝗蟲寶可夢,0.2,1.0,42,9,190,4,False,False,False,True,False,,,蟲,,33,46,40,21,25,45,210,0,蟲之預感,Swarm,False,,,,有色眼鏡,Tinted Lens
920,920,920,lokix,烈腿蝗,Lokix,エクスレッグ,烈腿蝗,Lokix,エクスレッグ,蝗蟲寶可夢,1.0,17.5,158,9,30,4,False,False,False,True,False,,,蟲,惡,71,102,78,52,55,92,450,0,蟲之預感,Swarm,False,,,,有色眼鏡,Tinted Lens
921,921,921,pawmi,布撥,Pawmi,パモ,布撥,Pawmi,パモ,鼠寶可夢,0.3,2.5,48,9,190,4,False,False,False,True,False,,,電,,45,50,20,40,25,60,240,0,靜電,Static,False,自然回復,Natural Cure,False,鐵拳,Iron Fist
922,922,922,pawmo,布土撥,Pawmo,パモット,布土撥,Pawmo,パモット,鼠寶可夢,0.4,6.5,123,9,80,4,False,False,False,True,False,,,電,格鬥,60,75,40,50,40,85,350,0,蓄電,Volt Absorb,False,自然回復,Natural Cure,False,鐵拳,Iron Fist
923,923,923,pawmot,巴布土撥,Pawmot,パーモット,巴布土撥,Pawmot,パーモット,押掌寶可夢,0.9,41.0,245,9,45,4,False,False,False,True,False,,,電,格鬥,70,115,70,70,60,105,490,0,蓄電,Volt Absorb,False,自然回復,Natural Cure,False,鐵拳,Iron Fist
924,924,924,tandemaus,一對鼠,Tandemaus,ワッカネズミ,一對鼠,Tandemaus,ワッカネズミ,成對寶可夢,0.3,1.8,61,9,150,-1,False,False,False,True,False,,,一般,,50,50,45,40,45,75,305,0,逃跑,Run Away,False,撿拾,Pickup,False,我行我素,Own Tempo
